kpi_tags,kpi_name,kpi_id,kpi_category
"revenue,  source,  marketplacesubscription,  revenue, carg, cargurus , internet retailers",Revenue by Source - Marketplace subscription revenue,919,Revenue by Source
"revenue,  source,  other,  revenue, carg, cargurus , internet retailers",Revenue by Source - Other revenue,920,Revenue by Source
"totalpayingdealers, carg, cargurus , internet retailers",Total paying dealers,921,Total paying dealers
"dealercustomers, cars, cars.com , internet retailers",Dealer Customers,922,Dealer Customers
"revenues,  displayadvertising, cars, cars.com , internet retailers",Revenues by Major products and services - Display advertising,923,Revenues by Major products and services
"revenues,  other, cars, cars.com , internet retailers",Revenues by Major products and services - Other,924,Revenues by Major products and services
"revenues,  pay,  lead, cars, cars.com , internet retailers",Revenues by Major products and services - Pay per lead,925,Revenues by Major products and services
"revenues,  subscriptionadvertising,  digitalsolutions, cars, cars.com , internet retailers",Revenues by Major products and services - Subscription advertising and digital solutions,926,Revenues by Major products and services
"segment,  revenues,  dealer, cars, cars.com , internet retailers",Segment revenues - Dealer,927,Segment revenues
"segment,  revenues,  oem,  national, cars, cars.com , internet retailers",Segment revenues - OEM and National,928,Segment revenues
"segment,  revenues,  other, cars, cars.com , internet retailers",Segment revenues - Other,929,Segment revenues
"uniquevisitors,  average,  monthly,  uniquevisitors, cars, cars.com , internet retailers",Unique Visitors - Average Monthly Unique Visitors,930,Unique Visitors
"growth,  websitecustomers, cars, cars.com , internet retailers",Website customers - Growth in website customers,931,Website customers
"customers,  activecustomers, chwy, chewy , internet retailers",Customers - Active customers,932,Customers
"sales	,  autoshipcustomersales	, chwy, chewy , internet retailers",Sales	 - Autoship customer sales	,933,Sales	
"sales	,  autoshipcustomersales, chwy, chewy , internet retailers",Sales	 - Autoship customer sales,934,Sales	
"sales	,  autoshipcustomersalesasa,  net sales, chwy, chewy , internet retailers",Sales	 - Autoship customer sales as a percentage of net sales,935,Sales	
"sales	,  net sales,  activecustomer, chwy, chewy , internet retailers",Sales	 - Net sales per active customer,936,Sales	
"segment,  revenue,  consumables,  revenue, chwy, chewy , internet retailers",Segment Revenue - Consumables Revenue,937,Segment Revenue
"segment,  revenue,  hardgoods,  revenue, chwy, chewy , internet retailers",Segment Revenue - Hardgoods Revenue,938,Segment Revenue
"segment,  revenue,  other,  revenue, chwy, chewy , internet retailers",Segment Revenue - Other Revenue,939,Segment Revenue
"activebuyers,  activebuyers, dibs, 1stdibs.com, internet retailers",Active Buyers,940,Active Buyers
"grossmerch,  isevalue, dibs, 1stdibs.com, internet retailers",Gross merchandise value,941,Gross merchandise value
"orders,  orders, dibs, 1stdibs.com, internet retailers",Number of Orders,942,Number of Orders
"revenue,  segment,  otherservices, dibs, 1stdibs.com, internet retailers",Revenue by Segment - Other services,943,Revenue by Segment
"revenue,  segment,  sellermarketplaceservices, dibs, 1stdibs.com, internet retailers",Revenue by Segment - Seller marketplace services,944,Revenue by Segment
"annualactivebuyers, ebay, ebay , internet retailers",Annual active buyers,945,Annual active buyers
"annualactivesellers, ebay, ebay , internet retailers",Annual active sellers,946,Annual active sellers
"geographic,  revenues,  germany,  revenues, ebay, ebay , internet retailers",Geographic Revenues - Germany Revenues,947,Geographic Revenues
"geographic,  revenues,  restworld,  revenues, ebay, ebay , internet retailers",Geographic Revenues - Rest of world Revenues,948,Geographic Revenues
"geographic,  revenues,  south korea,  revenues, ebay, ebay , internet retailers",Geographic Revenues - South Korea Revenues,949,Geographic Revenues
"geographic,  revenues,  totalgeographic,  revenues, ebay, ebay , internet retailers",Geographic Revenues - Total Geographic Revenues,950,Geographic Revenues
"geographic,  revenues,  us,  revenues, ebay, ebay , internet retailers",Geographic Revenues - U.S. Revenues,951,Geographic Revenues
"geographic,  revenues,  unitedkingdom,  revenues, ebay, ebay , internet retailers",Geographic Revenues - United Kingdom Revenues,952,Geographic Revenues
"grossmerch,  isevolume, ebay, ebay , internet retailers",GMV - Gross Merchandise Volume,953,GMV
"segment,  revenues,  classifieds,  other,  revenues, ebay, ebay , internet retailers",Segment Revenues - Classifieds / Other Revenues,954,Segment Revenues
"segment,  revenues,  eliminationintersegmentnet,  revenues, ebay, ebay , internet retailers",Segment Revenues - Elimination of inter-segment net Revenues,955,Segment Revenues
"segment,  revenues,  marketingservices,  other,  revenues, ebay, ebay , internet retailers",Segment Revenues - Marketing services and other revenues,956,Segment Revenues
"segment,  revenues,  marketingservices,  other,  revenuesclassifieds, ebay, ebay , internet retailers",Segment Revenues - Marketing services and other revenues Classifieds,957,Segment Revenues
"segment,  revenues,  marketingservices,  other,  revenues,  marketplace, ebay, ebay , internet retailers",Segment Revenues - Marketing services and other revenues from Marketplace,958,Segment Revenues
"segment,  revenues,  marketingservices,  other,  revenuesstubhub,  corporate,  other, ebay, ebay , internet retailers","Segment Revenues - Marketing services and other revenues StubHub, Corporate and other",959,Segment Revenues
"segment,  revenues,  marketplace,  revenues, ebay, ebay , internet retailers",Segment Revenues - Marketplace Revenues,960,Segment Revenues
"segment,  revenues,  nettransaction,  revenues, ebay, ebay , internet retailers",Segment Revenues - Net transaction revenues,961,Segment Revenues
"segment,  revenues,  nettransaction,  revenues,  marketplace, ebay, ebay , internet retailers",Segment Revenues - Net transaction revenues from Marketplace,962,Segment Revenues
"segment,  revenues,  nettransaction,  revenues,  stubhub, ebay, ebay , internet retailers",Segment Revenues - Net transaction revenues from StubHub,963,Segment Revenues
"segment,  revenues,  totalnet,  revenues, ebay, ebay , internet retailers",Segment Revenues - Total net revenues,964,Segment Revenues
"segment,  revenues,  totalsegment,  revenues, ebay, ebay , internet retailers",Segment Revenues - Total Segment Revenues,965,Segment Revenues
"takerate,  takerate, ebay, ebay , internet retailers",Take rate,966,Take rate
"activebuyers,  activebuyers, etsy, etsy , internet retailers",Active Buyers,940,Active Buyers
"activebuyers,  activebuyers, etsy, etsy , internet retailers",Active Buyers,940,Active Buyers
"activesellers,  activesellers, etsy, etsy , internet retailers",Active Sellers,967,Active Sellers
"activesellers,  activesellers, etsy, etsy , internet retailers",Active Sellers,967,Active Sellers
"grossmerch,  isesales, etsy, etsy , internet retailers",Gross merchandise sales,968,Gross Merchandise Sales
"internationalgrossmerch,  isesales, etsy, etsy , internet retailers",International Gross Merchandise Sales,969,International Gross Merchandise Sales
"mobilegrossmerch,  isesales, etsy, etsy , internet retailers",Mobile Gross Merchandise Sales,970,Mobile Gross Merchandise Sales
"segment,  revenue,  grossmerch,  isesales, etsy, etsy , internet retailers",Segment Revenue - Gross merchandise sales,971,Segment Revenue
"segment,  revenue,  marketplace,  revenue, etsy, etsy , internet retailers",Segment Revenue - Marketplace revenue,972,Segment Revenue
"segment,  revenue,  marketplacervenue, etsy, etsy , internet retailers",Segment Revenue - Marketplace Rvenue,973,Segment Revenue
"segment,  revenue,  services,  revenue, etsy, etsy , internet retailers",Segment Revenue - Services Revenue,974,Segment Revenue
"activecustomers, figs, figs , internet retailers",Active customers,975,Active customers
"activecustomers, figs, figs , internet retailers",Active customers,975,Active customers
"ordervalue,  ordervalue, figs, figs , internet retailers",Average order value,976,Average order value
"geographical,  revenue,  resttheworld, figs, figs , internet retailers",Geographical Revenue - Rest of the world,977,Geographical Revenue
"geographical,  revenue,  unitedstates, figs, figs , internet retailers",Geographical Revenue - United States,978,Geographical Revenue
"revenuesegment,  nonscrubs, figs, figs , internet retailers",Revenue Segment - Non-scrubs,979,Revenue Segment
"revenuesegment,  scrubs, figs, figs , internet retailers",Revenue Segment - Scrubs,980,Revenue Segment
"revenues,  channel,  ecommerce,  revenue, flws, 1-800-flowers.com , internet retailers",Revenues by Channel - E-commerce Revenue,981,Revenues by Channel
"revenues,  channel,  ecommerce,  revenue(combinedonline,  telephonic), flws, 1-800-flowers.com , internet retailers",Revenues by Channel - E-commerce Revenue (combined online and telephonic) ,982,Revenues by Channel
"revenues,  channel,  other,  revenue, flws, 1-800-flowers.com , internet retailers",Revenues by Channel - Other Revenue,983,Revenues by Channel
"segment,  revenue,  1800flowers.comconsumerfloral,  revenue, flws, 1-800-flowers.com , internet retailers",Segment Revenue - 1-800-Flowers.com Consumer Floral Revenue,984,Segment Revenue
"segment,  revenue,  bloomnet,  revenue, flws, 1-800-flowers.com , internet retailers",Segment Revenue - BloomNet Revenue,985,Segment Revenue
"segment,  revenue,  bloomnetwireservice,  revenue, flws, 1-800-flowers.com , internet retailers",Segment Revenue - BloomNet Wire Service Revenue,986,Segment Revenue
"segment,  revenue,  consumerfloral,  gifts,  revenue, flws, 1-800-flowers.com , internet retailers",Segment Revenue - Consumer Floral & Gifts Revenue,987,Segment Revenue
"segment,  revenue,  corporate,  revenue, flws, 1-800-flowers.com , internet retailers",Segment Revenue - Corporate Revenue,10,Segment Revenue
"segment,  revenue,  gourmetfood,  giftbaskets,  revenue, flws, 1-800-flowers.com , internet retailers",Segment Revenue - Gourmet Food & Gift Baskets Revenue,988,Segment Revenue
"segment,  revenue,  intercompanyeliminations, flws, 1-800-flowers.com , internet retailers",Segment Revenue - Intercompany eliminations,989,Segment Revenue
"activecustomers,  forthetrailingtwelvemonths, grpn, groupon, internet retailers",Active customers for the trailing twelve months,990,active customers for the trailing twelve months
"grossbillings,  grossbillings, grpn, groupon, internet retailers",Gross billings,991,Gross billings
"revenue,  product, grpn, groupon, internet retailers",Revenue by Type - Product,992,Revenue by Type
"revenue,  service, grpn, groupon, internet retailers",Revenue by Type - Service,993,Revenue by Type
"totalunits,  totalunitsinternational, grpn, groupon, internet retailers",Total units - Total units of International,994,Total units
"totalunits,  totalunitsnorthamerica, grpn, groupon, internet retailers",Total units - Total units of North America,995,Total units
"ttm,  activecustomers, grpn, groupon, internet retailers",TTM Active customers,996,TTM Active customers
